company code,today price,high price
060310 3S@2120@2125
095570 AJ네트웍스@4695@4810
068400 AJ렌터카@12350@12450
006840 AK홀딩스@46650@46800
054620 APS홀딩스@4335@4380
265520 AP시스템@27700@28400
211270 AP위성@6950@6960
152100 ARIRANG 200@27050@27105
161510 ARIRANG 고배당주@12440@12485
189400 ARIRANG 글로벌MSCI(합성 H)@12475@12485
